GeneSymbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
CCDC15	-0.4023296508	5.3409781825	-1.8251675881	0.0789981077	0.5999166705	-4.4811507355
SNORD23	0.6065590249	3.7390099284	1.8247526106	0.0790624759	0.5999166705	-4.4818039608
ATP9A	0.3756554316	6.4029790512	1.8242911345	0.0791341095	0.5999166705	-4.4825302469
BBC3	0.3535790342	4.2502124063	1.8239772632	0.0791828626	0.5999166705	-4.4830241472
OTTHUMG00000019004	-0.4050570838	3.8455835151	-1.8239669841	0.0791844597	0.5999166705	-4.483040321
SNORA2B	-0.492514013	6.4281475699	-1.82391226	0.0791929627	0.5999166705	-4.4831264264
MIR4502	0.456825615	3.6413706427	1.8234905867	0.0792585083	0.5999166705	-4.4837898405
RNA5SP326	-0.5266009387	3.5050484072	-1.8233528346	0.0792799308	0.5999166705	-4.4840065389
NUTM2F	-0.4418133867	4.3510423706	-1.8218999486	0.0795061793	0.5999166705	-4.486291315
CCBL2	-0.3850301832	6.129919621	-1.8218828427	0.0795088464	0.5999166705	-4.4863182071
CXCR4	0.6054710836	6.2328869479	1.8217580463	0.0795283065	0.5999166705	-4.4865143924
RASA4B	0.3526893047	6.4218797972	1.8216641244	0.0795429549	0.5999166705	-4.4866620349
PVT1	0.3583167206	5.3817846802	1.821224485	0.0796115534	0.5999166705	-4.4873530578
MMP24-AS1	0.4483920178	5.8050886448	1.8210081901	0.0796453213	0.5999166705	-4.487692982
ST8SIA4	0.3769699656	4.6105543045	1.8195810758	0.0798684303	0.5999222487	-4.489935025
TTPAL	0.3953332977	5.5969570423	1.8188176163	0.0799880064	0.5999222487	-4.4911338903
LOC100507079	0.4087506101	3.8220042371	1.8183767426	0.0800571277	0.5999222487	-4.491826021
HVCN1	-0.3766117641	3.5833310555	-1.8177494148	0.0801555701	0.5999222487	-4.4928106451
KCNAB1	0.3779595083	3.6691364794	1.8170293432	0.0802686941	0.5999222487	-4.4939405134
VN1R1	0.367173121	3.4905590872	1.8169115211	0.0802872171	0.5999222487	-4.4941253559
GCH1	0.4842820666	4.690094401	1.8159913487	0.0804320051	0.5999222487	-4.4955686306
SIPA1L2	0.3616200957	5.025102463	1.8154079432	0.0805239192	0.5999222487	-4.4964834008
MIR1205	0.5037878779	4.0422652671	1.8152456315	0.080549507	0.5999222487	-4.4967378627
PCGF6	-0.4008142662	5.4082279836	-1.8151413824	0.0805659452	0.5999222487	-4.4969012885
RNF113B	-0.4615635067	3.8469972312	-1.814581119	0.0806543376	0.5999222487	-4.4977794604
FRG1	-0.3874850189	5.2168502814	-1.8145368169	0.0806613306	0.5999222487	-4.4978488918
DCBLD1	-0.3614655168	4.315457116	-1.8143471854	0.0806912697	0.5999222487	-4.4981460724
RASA4	0.3918312501	6.2257260265	1.8140434519	0.0807392432	0.5999222487	-4.498622018
GPR150	-0.41177596	3.9743457032	-1.8134010548	0.0808407876	0.6000827711	-4.499628442
SHANK2	-0.4417375065	3.2551066043	-1.8125516794	0.0809752174	0.6000827711	-4.5009587115
PP13	0.3812207134	3.8737568741	1.8124257619	0.0809951625	0.6000827711	-4.5011558792
OTTHUMG00000162866	0.4459572192	3.7084688679	1.8119286988	0.0810739377	0.6000877293	-4.5019341023
CASP9	-0.3806241815	4.6692855789	-1.8109440625	0.0812301778	0.6006655018	-4.5034752052
BTG1	0.3999526175	4.8913095657	1.8099691886	0.0813851231	0.600784805	-4.5050003929
CCDC109B	-0.4245254905	5.2235471566	-1.8097246987	0.0814240217	0.600784805	-4.5053827973
C19orf35	-0.4145773966	3.8499430575	-1.8093673709	0.0814809016	0.600784805	-4.5059416191
TRIM65	0.3532595418	5.5097115406	1.8085229074	0.0816154596	0.6011999773	-4.50726193
NUCKS1	-0.3818573827	5.4718918264	-1.8055638234	0.0820884674	0.6024904732	-4.5118846805
C9orf62	-0.3690447721	3.731729809	-1.8054093612	0.0821132224	0.6024904732	-4.5121258245
TMIE	0.4006727041	3.8114521655	1.8050884466	0.0821646745	0.6024904732	-4.5126267809
BEND7	0.3950232713	4.7471913068	1.8039924107	0.0823406096	0.6024904732	-4.5143372043
ABCA5	0.4589449395	5.8001333305	1.8038674919	0.082360682	0.6024904732	-4.5145320959
ZDHHC2	0.3756408476	5.9674796582	1.802605986	0.0825636197	0.6024904732	-4.5164996463
TGFB2	-0.4316011852	4.3381572422	-1.8024927676	0.0825818539	0.6024904732	-4.5166761793
SLC6A10P	0.3564216228	5.7298159167	1.8003010087	0.0829355252	0.6024904732	-4.5200919366
ZNF738	-0.3780248928	6.3229896993	-1.8001808945	0.0829549448	0.6024904732	-4.5202790364
PAPOLB	0.3920146755	5.6019901701	1.7995077481	0.083063848	0.6024904732	-4.521327406
PPFIA3	0.373876638	4.1776666889	1.799079389	0.0831332127	0.6024904732	-4.5219943821
LPPR4	0.4608147239	4.5387781124	1.798943475	0.0831552317	0.6024904732	-4.5222059811
BRCA2	-0.3720785708	8.1184312014	-1.7986905265	0.0831962245	0.6024904732	-4.5225997537
PYCRL	-0.4402448819	3.8929029615	-1.7981629955	0.0832817716	0.6024904732	-4.5234208393
RNA5SP65	-0.4024154869	4.8991321434	-1.7979936798	0.0833092447	0.6024904732	-4.5236843345
LRRN3	-0.4296124589	7.556961569	-1.7978639175	0.083330305	0.6024904732	-4.5238862622
MIR4530	0.4710085336	3.361993097	1.797729859	0.0833520675	0.6024904732	-4.5240948636
SMPDL3A	-0.4179626174	5.1646511594	-1.7976022538	0.0833727868	0.6024904732	-4.5242934122
TMEM163	0.4958275552	5.4994379757	1.7965410193	0.083545271	0.6024904732	-4.5259442282
F2R	-0.3662418112	6.2414401371	-1.7964880723	0.0835538845	0.6024904732	-4.5260265709
LOC100506674	-0.3616370307	4.6197052946	-1.7959828699	0.0836361102	0.6024904732	-4.5268121617
PI4K2B	-0.4048024823	6.3835644786	-1.7956549033	0.0836895265	0.6024904732	-4.527322059
FBLL1	0.378572502	6.5710626357	1.7945747491	0.0838656584	0.6024904732	-4.5290008903
POP5	0.3442332636	4.8329732034	1.7942670972	0.0839158826	0.6024904732	-4.5294789157
RERG-AS1	-0.354286267	3.5068523394	-1.7940173667	0.08395667	0.6024904732	-4.5298668969
GTF2H2C	0.4092056331	4.6704630014	1.7939014508	0.0839756078	0.6024904732	-4.5300469696
FLJ13224	-0.3687533585	4.3062506776	-1.7938823541	0.0839787281	0.6024904732	-4.5300766351
SDF2	0.3605604565	6.3336380607	1.7937612943	0.0839985109	0.6024904732	-4.5302646876
HFM1	-0.3976552463	5.3124224217	-1.7933558741	0.0840647907	0.6024904732	-4.5308943896
MIR1200	0.5262232839	4.0683690793	1.7924858008	0.0842071851	0.6029485581	-4.5322454228
ATP1B2	0.3980513295	3.6581553365	1.7911665969	0.0844234762	0.6033821536	-4.5342928889
YTHDC1	0.4399418472	4.7855688161	1.7909714987	0.084455504	0.6033821536	-4.5345955913
LIMS2	-0.498437378	3.5894789032	-1.790210809	0.0845804795	0.6033821536	-4.5357755867
ZNF525	0.4617703858	3.4941995709	1.7898975201	0.0846319965	0.6033821536	-4.5362614532
DNAJC28	0.3675873548	4.0128833813	1.7897247741	0.0846604141	0.6033821536	-4.5365293294
SCN3A	0.380720659	5.3930806621	1.7878822774	0.084964022	0.6049847831	-4.5393852313
FAM133A	0.5234805245	3.2509566537	1.7871889559	0.0850785085	0.6050018251	-4.5404593011
ETAA1	-0.3785788718	6.1357545388	-1.7865522526	0.0851837617	0.6050018251	-4.5414453752
B4GALNT4	0.3538142707	7.1432005205	1.7864380522	0.0852026519	0.6050018251	-4.5416222105
PROS1	-0.4069789903	4.9306192152	-1.7854017076	0.0853742399	0.6053683418	-4.543226554
MIR1202	0.3976925607	4.817144718	1.7851747601	0.0854118551	0.6053683418	-4.5435777903
IGLL1	-0.4469207289	3.3891732822	-1.7840007294	0.0856066693	0.6056620041	-4.5453942306
FSTL4	0.4065918202	4.5926845941	1.7836359873	0.0856672703	0.6056620041	-4.5459583645
CYTH1	0.3652841747	4.7033696255	1.7830952192	0.0857571851	0.6056620041	-4.5467945868
G0S2	0.4762777333	4.4703663609	1.7830265184	0.0857686139	0.6056620041	-4.5469008089
C1orf148	-0.3638897674	5.100055315	-1.7813150477	0.0860537472	0.6071174839	-4.549545982
VTA1	-0.3577487936	8.8969577449	-1.7807951923	0.0861405158	0.6071720944	-4.5503490566
CNKSR2	0.3691767087	6.9695712825	1.7791891393	0.086409052	0.607955648	-4.5528289429
CEBPZ	-0.3554815303	8.1180336908	-1.7790577584	0.0864310508	0.607955648	-4.5530317295
MANEA	-0.3775093038	7.4283250628	-1.7787113946	0.0864890698	0.607955648	-4.5535662867
CNEP1R1	0.3631604791	6.3193276294	1.7768251137	0.0868056216	0.60904586	-4.5564760397
TKTL1	0.5923288471	3.9178265217	1.7765045623	0.086859514	0.60904586	-4.5569702795
OTTHUMG00000000405	-0.4123993056	4.3474195458	-1.7763709766	0.0868819813	0.60904586	-4.557176227
CACNA2D1	0.3620386686	8.0551073233	1.7752072278	0.0870779182	0.6096395062	-4.5589698562
FITM1	-0.3522240117	3.5511902612	-1.7749257586	0.0871253648	0.6096395062	-4.5594035335
OTTHUMG00000002490	-0.4229528021	3.7979289168	-1.7731045728	0.0874328906	0.6108912579	-4.5622082552
NPIPA5	0.3784191098	8.6780020111	1.7726807181	0.0875045953	0.6108912579	-4.5628606922
PARP6	0.3607658379	7.4803165093	1.7724550507	0.0875427925	0.6108912579	-4.5632080109
SMAD1	0.3479683348	4.4980132026	1.7708885336	0.0878083381	0.6121882591	-4.5656180472
ENO1-IT1	-0.4425239546	5.4870429724	-1.7702067478	0.0879241239	0.6124397498	-4.566666434
SERPING1	-0.3818122005	5.1889362399	-1.7689604283	0.088136119	0.6125566447	-4.568582095
DDX39B-AS1	-0.3887319971	4.2079045142	-1.7688673883	0.0881519623	0.6125566447	-4.5687250603
OTTHUMG00000169468	0.4122170618	3.4368060228	1.7687022289	0.0881800923	0.6125566447	-4.56897883
CBX2	0.3500878729	6.6959225899	1.7668943506	0.0884885109	0.6141438387	-4.571755451
FAM120A	0.4143937299	4.5797401881	1.7651488261	0.0887871627	0.6147782467	-4.5744342039
CHL1	0.3612889206	3.498127521	1.7649277875	0.0888250426	0.6147782467	-4.5747732713
FBXL19-AS1	0.4447390153	4.2135099137	1.7647974193	0.0888473905	0.6147782467	-4.5749732371
NDUFA2	-0.4230508912	6.2468352653	-1.7644906799	0.0888999912	0.6147782467	-4.5754436853
OTTHUMG00000163526	0.3793834323	3.8429553516	1.7639039158	0.0890006851	0.6148992061	-4.5763434312
C11orf39	0.3801870033	3.3155434157	1.7628896162	0.0891749767	0.6148992061	-4.5778982102
TMEM185A	0.4076886839	4.8562346428	1.762412912	0.0892569911	0.6148992061	-4.5786286896
LAMA3	0.3685542991	4.113241199	1.7622695352	0.0892816709	0.6148992061	-4.5788483633
MIR3186	-0.3337046234	3.982094264	-1.7620605685	0.0893176512	0.6148992061	-4.5791685052
COLGALT2	-0.3525434024	4.224347505	-1.7598308491	0.0897023367	0.6169946759	-4.5825826401
ARID3B	-0.3670136312	7.0280999782	-1.7589240558	0.0898591849	0.6175206777	-4.5839701509
TEX15	0.356833728	6.5826501574	1.7584005554	0.0899498409	0.617591267	-4.5847709193
ZNF225	0.4649674918	3.7482426091	1.7574755462	0.0901102173	0.6181399998	-4.5861853968
OTTHUMG00000018941	0.5034333475	4.964242348	1.7569096144	0.0902084573	0.618261889	-4.5870505043
PRRX2	-0.4546199103	4.0356040976	-1.7555307859	0.0904481888	0.6186221745	-4.5891573274
OTTHUMG00000165902	0.5925827442	4.1902704555	1.75552616	0.090448994	0.6186221745	-4.5891643935
PNISR	-0.3427598668	8.6077953956	-1.7552183828	0.0905025803	0.6186221745	-4.5896344934
DNM1	0.3525495608	7.606894444	1.7541255269	0.0906930723	0.6186884021	-4.5913032036
ICA1L	0.3460354826	4.304879014	1.7534228339	0.0908157361	0.6186884021	-4.5923757339
AK5	-0.4116385418	4.6202907134	-1.7525769314	0.0909635858	0.6186884021	-4.5936664005
HIST1H3A	0.4241275328	6.9343148526	1.7522205997	0.0910259278	0.6186884021	-4.5942099406
LETM2	0.4054399931	4.658709079	1.7522049608	0.0910286647	0.6186884021	-4.5942337938
TUBA3C	-0.4525592983	3.5365209925	-1.7517951991	0.0911004012	0.6186884021	-4.5948587232
PRAMEF10	-0.5305587295	3.6793052703	-1.7516592907	0.0911242051	0.6186884021	-4.5950659726
REST	-0.3546427727	4.8624671335	-1.7514750392	0.0911564846	0.6186884021	-4.595346921
PLAGL1	-0.3507103462	5.1882508177	-1.7503430831	0.0913550079	0.6189759204	-4.59707243
ELFN1	0.4753545923	5.8076368061	1.7501388195	0.0913908708	0.6189759204	-4.5973837082
OTTHUMG00000045359	0.353380846	5.1920997063	1.7496107667	0.0914836375	0.6189759204	-4.5981882783
SEMA3B	0.4097656824	3.5252699711	1.7492689026	0.0915437377	0.6189759204	-4.5987090595
ZIK1	-0.3527389915	5.4623375628	-1.7489395567	0.0916016688	0.6189759204	-4.5992106956
OTUD7A	0.3679468619	4.6300682378	1.7471753417	0.0919125199	0.6203015873	-4.6018965602
ECI2	-0.3594765022	4.2276460875	-1.7461895454	0.0920866045	0.6203015873	-4.6033964235
NMNAT3	0.3442061611	3.9122734996	1.7461468735	0.0920941463	0.6203015873	-4.6034613326
ATP5G1	-0.4027067344	6.6447410625	-1.7459960873	0.0921208006	0.6203015873	-4.603690687
ASF1A	-0.3371813261	7.8752268865	-1.7448490139	0.0923237814	0.6205339129	-4.6054349411
ZNF157	0.457351043	5.0384427952	1.7444930713	0.0923868445	0.6205339129	-4.6059760089
HAT1	-0.3920926368	6.7764041677	-1.7444323589	0.0923976046	0.6205339129	-4.606068289
SUCLG1	-0.3921014454	6.7450460998	-1.7437299072	0.0925221788	0.6206990779	-4.6071358012
SNORA13	-0.4011589703	8.5582008072	-1.7431405281	0.0926268102	0.6206990779	-4.608031217
PHF2P1	0.5171798431	3.5123471816	1.7429280051	0.0926645636	0.6206990779	-4.6083540348
ZNF354C	-0.3493725665	6.2010556152	-1.7421976397	0.0927944081	0.6207519776	-4.6094632083
ELAVL2	0.3462817902	7.6920472541	1.7419748179	0.0928340521	0.6207519776	-4.6098015252
CPNE4	0.4006936835	3.5304842871	1.7412415545	0.0929646141	0.6209852475	-4.6109146204
EMC3	-0.3511425725	3.8201825516	-1.7408713543	0.0930305896	0.6209852475	-4.611476445
USP6NL	0.3450384919	4.324442967	1.7401395721	0.0931611214	0.6213167498	-4.6125867389
GALM	-0.455755697	3.492178656	-1.738831439	0.0933948466	0.6223353047	-4.6145705847
OXCT1	-0.3545448658	6.4209151893	-1.7368568537	0.0937485879	0.6241511271	-4.6175629139
MIR4730	0.4081193547	4.379699881	1.735939792	0.0939132623	0.6247061422	-4.6189517392
WASH5P	0.3938898031	6.7609821715	1.733293675	0.0943897921	0.6252395875	-4.6229558598
ENGASE	0.3634390013	4.9046348962	1.7331906062	0.0944083947	0.6252395875	-4.6231117269
PEX3	-0.3416803719	7.9792535344	-1.7326802921	0.0945005458	0.6252395875	-4.6238833478
LINC00566	-0.4149279588	4.2280286914	-1.7319682425	0.0946292527	0.6252395875	-4.6249597038
RNF219	-0.3593295808	7.3551098368	-1.7318195521	0.0946561481	0.6252395875	-4.6251844249
MORC2	0.3394608022	6.7794824131	1.7316998454	0.0946778055	0.6252395875	-4.6253653308
DGKK	0.3706993202	5.6734903193	1.7316461314	0.0946875249	0.6252395875	-4.6254465025
OTTHUMG00000165349	0.3752280329	5.0179900523	1.7315278773	0.0947089254	0.6252395875	-4.625625199
MIR32	0.3813993985	4.821079962	1.7313325104	0.0947442902	0.6252395875	-4.6259204015
PBX4	-0.371852348	4.2432406401	-1.7309848392	0.0948072523	0.6252395875	-4.6264456734
LOC100129596	-0.4443274811	3.7466290124	-1.7301764622	0.0949537835	0.6255729082	-4.6276666715
MIR4710	-0.4762684365	4.4461295194	-1.7298079768	0.0950206409	0.6255729082	-4.6282230944
ARHGAP22	0.3631014489	3.8006615003	1.727929565	0.0953620759	0.626979326	-4.6310580937
LHX8	-0.3518645603	4.1434883689	-1.7277351188	0.0953974791	0.626979326	-4.6313514235
VCX3A	0.3675746598	4.5309863256	1.7251988558	0.0958602809	0.6294825111	-4.6351750909
KLHL21	-0.4000831096	4.5434366434	-1.723520085	0.0961676552	0.6307258045	-4.6377035648
ACP2	0.3362492556	4.7231971527	1.7232684375	0.0962138023	0.6307258045	-4.6380824152
SNORA27	-0.405576247	5.8976672974	-1.7216173962	0.0965170341	0.6321742309	-4.6405669409
ACTG1	0.3415856308	10.6816854896	1.7207732814	0.0966723766	0.6326523588	-4.6418364576
OTTHUMG00000035603	0.5271375679	4.848584131	1.7197065477	0.0968689896	0.632694827	-4.6434400808
HOOK1	-0.3542421629	5.477082475	-1.7192770487	0.0969482472	0.632694827	-4.6440855256
PCDH1	0.3621612687	4.0740020063	1.7187713677	0.0970416332	0.632694827	-4.6448452921
NRTN	-0.3713334541	3.6428102766	-1.7182013034	0.0971470002	0.632694827	-4.6457015801
TICAM1	-0.3516704974	3.577054004	-1.7167832129	0.0974095297	0.632694827	-4.6478307053
MERTK	-0.3559109381	4.5003985878	-1.7163899216	0.0974824453	0.632694827	-4.6484209476
SAPCD2	-0.3423629284	5.3190910522	-1.7162452388	0.0975092808	0.632694827	-4.6486380571
ARF5	0.3456881705	4.4136037478	1.7161874967	0.0975199925	0.632694827	-4.6487247003
HTRA1	-0.3643209026	4.3217961537	-1.7161050856	0.0975352822	0.632694827	-4.6488483559
C19orf54	-0.3626923337	5.7195076109	-1.71509498	0.0977228509	0.632694827	-4.6503636088
MRPL39	-0.3457040335	5.9893210144	-1.7144169352	0.0978489291	0.632694827	-4.6513803433
KRTAP10-9	-0.4630260575	4.8766495574	-1.7142169996	0.0978861321	0.632694827	-4.6516800878
SNORA11	0.6339781673	7.3052497679	1.7140274775	0.0979214084	0.632694827	-4.6519641948
IGHV4-31	0.5490771593	3.8536867408	1.7139538526	0.0979351153	0.632694827	-4.652074557
N4BP2L1	-0.3323425047	5.2302662651	-1.7137403769	0.0979748677	0.632694827	-4.6523945314
ACTA1	-0.5683398753	3.6714708915	-1.7136244246	0.0979964655	0.632694827	-4.6525683167
TMEM19	0.3824918157	5.6031196873	1.7128461471	0.0981415347	0.6330354528	-4.6537345313
YEATS4	-0.390048938	7.8103720031	-1.7124576753	0.0982140127	0.6330354528	-4.6543164822
RNA5SP135	0.3610421539	3.8669970453	1.7110774706	0.0984718857	0.6341655471	-4.6563832544
MARC1	-0.3115070984	6.2506402784	-1.7090560974	0.0988505825	0.6358417603	-4.6594077531
CORO2B	0.3563038758	3.7891556758	1.7084006448	0.0989736423	0.6358417603	-4.6603878715
FOXD2-AS1	-0.3657762894	3.8063878036	-1.7068494083	0.0992653981	0.6358417603	-4.6627062948
IGHG1	-0.3706881895	3.3558624726	-1.7067788331	0.0992786891	0.6358417603	-4.6628117343
ADI1	-0.3831797945	5.0789869964	-1.7061277621	0.0994013718	0.6358417603	-4.6637842722
LAT2	-0.3274680304	3.6803945853	-1.7054310669	0.0995327929	0.6358417603	-4.6648246352
COL4A2	-0.3672555687	5.7690976144	-1.7054249395	0.0995339494	0.6358417603	-4.6648337836
HDAC10	0.4061794456	4.4564464733	1.7052933762	0.0995587835	0.6358417603	-4.6650302064
PKD1P1	0.3497171577	8.1860863021	1.7050872317	0.0995977062	0.6358417603	-4.6653379541
MIR3665	-0.6500659279	3.6616354183	-1.7048935077	0.0996342954	0.6358417603	-4.6656271325
CTSL2	-0.4049509466	5.2080291531	-1.7048499714	0.0996425198	0.6358417603	-4.665692117
TIGD7	0.3982839248	4.6051267034	1.7035276283	0.0998925944	0.63690855	-4.6676652871
BCKDHA	-0.3432987703	6.5188129933	-1.7027884797	0.1000326084	0.6372724133	-4.6687676978
LOC100129129	-0.3379938585	4.2579998689	-1.7010912555	0.1003547323	0.6382126876	-4.6712976017
PCDHB5	0.3579893634	5.2711371242	1.7007062232	0.1004279307	0.6382126876	-4.6718712567
SNORD70	-0.4079584905	5.6631149805	-1.7004253749	0.100481351	0.6382126876	-4.672289624
SNORA47	0.3677496775	10.4665582463	1.7002617993	0.1005124759	0.6382126876	-4.6725332702
GABPB1-AS1	0.3323379999	6.188661175	1.6995792874	0.1006424304	0.638510151	-4.6735496715
IGLC1	0.3385718788	4.6230706517	1.6987634714	0.1007979524	0.6389691981	-4.6747641645
GCGR	0.3896708901	3.8609760678	1.6977512277	0.1009912011	0.6396664449	-4.6762704316
OTTHUMG00000151492	0.4230707376	3.6129266788	1.6962952084	0.1012697179	0.640902177	-4.6784358055
ZMYM1	-0.3550936482	5.8543028865	-1.6955640226	0.1014098274	0.6412606615	-4.6795226582
DDTL	-0.417298103	5.0904432058	-1.6945600467	0.1016024742	0.6414008568	-4.6810143852
CDCA8	-0.3668619053	6.6180632758	-1.6937318145	0.1017616302	0.6414008568	-4.6822444592
CDC25C	-0.3694284692	5.9281991548	-1.693728874	0.1017621956	0.6414008568	-4.6822488255
MTIF3	-0.4167826173	5.4531228534	-1.6937094509	0.1017659306	0.6414008568	-4.6822776665
PDP2	0.3813703026	5.4050258245	1.6924107198	0.10201593	0.6418554185	-4.6842055315
LYAR	-0.3551319158	5.9649889138	-1.6920585667	0.1020838066	0.6418554185	-4.6847280722
RRN3P3	0.3893526708	4.2628779061	1.6920332953	0.1020886791	0.6418554185	-4.6847655677
GUCY1A3	0.3353912171	6.3314290132	1.6910280523	0.1022826538	0.6424462211	-4.6862566984
MIR17HG	-0.3414069996	5.5273213502	-1.6906800054	0.1023498861	0.6424462211	-4.6867728104
ZNF547	0.362701066	4.9648005484	1.6899687771	0.1024873896	0.6426719103	-4.6878272137
SLC4A1AP	-0.3279868099	6.5940970085	-1.6886550076	0.1027417921	0.6426719103	-4.6897739603
OTTHUMG00000090402	0.440660924	3.7549399905	1.6884864357	0.1027744732	0.6426719103	-4.6900236632
ORC1	-0.3550505177	6.8213872351	-1.6882121013	0.1028276773	0.6426719103	-4.6904299878
IRS1	-0.3659246102	4.3025041982	-1.6881723887	0.102835381	0.6426719103	-4.6904888028
BARHL2	0.3556533959	3.4522502905	1.6867401237	0.1031135458	0.6426719103	-4.6926092768
CCDC144A	0.4147468377	5.3023697752	1.6865207923	0.1031561986	0.6426719103	-4.692933871
SPN	-0.4686725073	5.8441747323	-1.6863714474	0.1031852497	0.6426719103	-4.6931548711
SYTL3	-0.3832980742	4.6254861214	-1.685471822	0.1033603938	0.6426719103	-4.6944858034
SNORD113-3	0.6630523474	3.5052742308	1.6850016756	0.1034520238	0.6426719103	-4.6951811263
SNURFL	0.4444588981	4.0705368074	1.6846238083	0.1035257182	0.6426719103	-4.6957398607
PCDHB9	0.4286378238	5.3705266274	1.6843991342	0.1035695567	0.6426719103	-4.6960720282
CRMP1	0.3353289387	5.3727521397	1.6836228944	0.1037211368	0.6426719103	-4.6972193813
SNORD127	0.4089630788	3.696696674	1.6835068727	0.1037438088	0.6426719103	-4.6973908355
BACH1-IT2	0.3774976526	4.4692820449	1.6832498783	0.1037940436	0.6426719103	-4.6977705826
PIK3AP1	0.4073989828	4.3564214253	1.6831903405	0.1038056844	0.6426719103	-4.697858552
MIR765	0.3657093402	3.8650645286	1.6831791787	0.1038078668	0.6426719103	-4.6978750436
PLK4	-0.4108466542	7.1879022712	-1.6813994619	0.1041563475	0.6434055953	-4.7005034783
LOC100133315	0.3402577332	5.1291194117	1.6810915126	0.1042167455	0.6434055953	-4.700958058
ZNF675	0.4529698306	5.2868408637	1.680534534	0.1043260602	0.6434055953	-4.7017800738
